q.value	cancer.exp	normal.exp	weight
chr17:779656:779718	6.78564880959233e-05	0.481287649620307	0.0503007948170992	0.90537643294648
chr15:75401835:75401917	0.000226930367995833	0.485361589785	0.0698390396267806	0.874209365178903
chr1:110625841:110626066	2.24436418425402e-05	0.546444416861693	0.0885026472339061	0.860614132675821
chr22:50986956:50986986	2.39288108244857e-08	0.326870528364781	0.0103584738634401	0.969283561630236
chr12:22486913:22486995	2.14594301231164e-06	0.382857142857143	0.000364834943639292	0.999047980113946
chr1:112058209:112058223	5.6940278841856e-08	0.487779923857444	0.0518160098646347	0.903972571647801
chr22:19510978:19511029	1.40049480000527e-08	0.317779816801556	0.000411401190183088	0.998707063027133
chr11:639650:639673	3.18599138827233e-08	0.348586236227855	0.00127792028439577	0.996347381517629
chr15:75251242:75251250	3.3118977024718e-06	0.346384659900601	0.0101899093080586	0.971422781690032
chr2:71134585:71134608	3.59480934831223e-09	0.380554948491232	0.00556781366702307	0.985580198287453
chr11:33824040:33824069	0.000906639976861942	0.35	0.0311960835058661	0.918162633731818
chr3:195313667:195313820	0.000909135268876199	0.376259313363533	0.066233585928283	0.850317177893056
chr6:43612899:43612908	5.01895727224086e-08	0.37455622669014	0.00465832971184393	0.98771584678594
chr19:48167510:48167671	1.086379466263e-05	0.485744782035008	0.0558684404159345	0.89684808623557
chr15:59816811:59816990	8.55243751216444e-06	0.618718928423424	0.0889357072088075	0.874323288888865
chr18:13641703:13641723	0.000124787880323871	0.462437418927939	0.0934109191202653	0.831948909934198
chr16:85296061:85296086	1.3275338115065e-06	0.43801282051282	0.0252826264126179	0.945428718152961
chr19:49839124:49839203	9.24188067659857e-15	0.571183164802747	0.0178822215402797	0.969643061780808
chr16:50308403:50308417	3.19301807154483e-08	0.495570232354645	0.0403765695361892	0.92466310202106
chr19:2252604:2252633	1.10278049991827e-08	0.313678097535411	0.00993052302169798	0.969313169084921
chr19:6100500:6100508	0.000706261525471796	0.675	0.119085757129276	0.8500341354065
chr2:176948107:176948120	3.71215277264564e-09	0.404850807384288	0.00999472775548795	0.975907351269623
chr2:66673634:66673719	3.29982492197236e-06	0.44	0.0320602053560449	0.932084498984904
chr19:16197083:16197146	7.71820227018579e-15	0.441524669582058	0.0307609763866758	0.934867856668436
chr7:139553288:139553487	1.10426285194642e-05	0.481336515572328	0.0829656219374098	0.852976594588961
chr3:128210683:128210713	6.24213521221384e-09	0.310429539596206	0.00529286013664342	0.98323571548575
chr2:162280538:162280561	3.68946264957342e-06	0.381688359519763	0.0245963352986562	0.939460344895224
chr8:128929991:128930067	5.76114604136419e-07	0.464769207543154	0.00650336088183952	0.986200425576278
chr1:27160026:27160126	1.0628663044069e-06	0.416016632136048	0.0436868801358762	0.904967269186243
chr22:18260431:18260451	4.8609375667853e-05	0.378734285427373	0.0549869960343911	0.873220433525721
chr3:184405603:184405680	6.96539062524339e-13	0.380551399891557	0.0131158942835076	0.966682794132055
chr7:81417609:81417823	0.000194921284118711	0.565784305859016	0.0788138395297146	0.877731823937865
chr8:144660024:144660042	0.000889151304726234	0.338895677098831	0.0341873706004141	0.908365253229158
chr19:58220236:58220403	1.31889389904629e-08	0.49045035099074	0.00309614287368074	0.993726745276948
chr9:99639697:99639735	6.34394732849399e-06	0.324759867301909	0.00408562439511619	0.98757585401572
chr20:57224759:57224776	2.62257183178433e-07	0.4	0.00499921808248031	0.987656227816563
chr17:36666870:36666884	8.90423399250452e-09	0.377212654369253	0.0236219874118425	0.941067999245577
chr8:99961491:99961523	8.26016155116074e-13	0.39893164374426	0.0147489578493925	0.964346991875921
chr5:92908162:92908213	5.50521930755248e-11	0.459000721500722	0.00421525664777938	0.990900018896956
chr15:77284751:77284773	0.000283367609181694	0.616644602564073	0.19535117929687	0.759418480168503
chr5:157346588:157346611	3.69598319597393e-05	0.550925925925926	0.0892882160789559	0.860533827323241
chr19:13210490:13210503	5.10222916096717e-19	0.484360276662908	0.0082785835482375	0.983195431345612
chr5:140871224:140871238	1.28201219336428e-15	0.624658034956905	0.0531602180853454	0.921571574907069
chr6:20024224:20024319	1.53814988018804e-27	0.562374988049729	0.0150509407244602	0.973934421759668
chr4:186560344:186560355	3.75333377007476e-06	0.357936507936508	0.0193718136122829	0.948657868099053
chr9:971674:971703	6.3712568567387e-08	0.406676313776883	0.0177242381105311	0.958237005037559
chr2:197023561:197023691	0.000457221576986782	0.659861957632422	0.10044951924694	0.867883726207544
chr5:132158664:132158685	0.000639476107273718	0.478178547297729	0.0905070662391635	0.840848679683908
chr11:44340718:44340785	8.3931227999496e-05	0.313333333333333	0.0123909566039886	0.961958757799816
chr6:136968771:136968815	3.34622877690336e-08	0.689236111111111	0.0344698829753178	0.95237032267664
chr19:35505322:35505399	2.84372778327607e-07	0.866666666666667	0.110663606108219	0.886769489096027
chr8:145104394:145104455	1.00608639226511e-09	0.567863967216969	0.00868608190597331	0.984934383547124
chr16:31488816:31488849	1.11453870331785e-08	0.459394951763606	0.0347906497774095	0.929600033532094
chr2:177028092:177028228	3.26321190620219e-05	0.513306878306878	0.0418496165191277	0.924616541625359
chr12:131464602:131464618	9.50369577450978e-08	0.553276835200156	0.0323110042957998	0.944822958885875
chr5:175224889:175224959	1.07878413946856e-05	0.324338624338624	0.0038326256129333	0.988321263323649
chr22:30054163:30054251	2.90549365130702e-06	0.695337306032328	0.0800935124097261	0.896710950216494
chr12:47701048:47701077	1.11886797089005e-07	0.458928649363432	0.0618552390893069	0.881226665300495
chr12:115138274:115138280	1.49681476999052e-05	0.377685185185185	0.0470265259290812	0.889274242507457
chr1:112058303:112058337	1.66738653205387e-06	0.318782584720191	0.0143285507987776	0.956985674536354
chr17:7287359:7287475	1.284082958071e-07	0.310756592930245	0.00810241074716823	0.974589361900643
chr7:156799150:156799168	1.66415264923423e-07	0.362485374751435	0.0128285732733356	0.965819087351134
chr19:13215304:13215327	5.41229000223838e-10	0.384736376703013	0.0321191968360012	0.922948860768932
chr9:66455997:66456005	0.000256164384817854	0.414909374869774	0.0962014983260136	0.811779589574174
chr3:196367554:196367677	5.7772829940141e-12	0.540492923991176	0.0187942074863774	0.966396138175527
chr11:67186574:67186616	2.22603027393828e-11	0.445039213409734	0.0270328131769374	0.942735829164887
chr18:76828651:76828657	1.40719402104187e-05	0.579266503436861	0.074847183108308	0.885574656748694
chr5:138609320:138609465	3.3440911146107e-08	0.384368964368964	0.000520581516450769	0.998647452179421
chr17:35299478:35299512	2.46855877117854e-05	0.386271972390501	0.0396989199714029	0.906803679116941
chr9:87905314:87905325	2.53629598604221e-13	0.578844576638796	0.0454858600245345	0.927144573845176
chr13:109793272:109793287	6.77170349631258e-11	0.315652900985512	0.0125046104159765	0.961894486697647
chr6:109698879:109699119	1.51075479785341e-06	0.528223772290446	0.0830362357642092	0.864155621715752
chr17:47816851:47816941	1.1508601231018e-10	0.53058201058201	0.0319768496855476	0.943158215177094
chr1:170630065:170630080	9.7009073113697e-09	0.408200394211264	0.0225021930125609	0.947754683440369
chr5:180230752:180230844	0.00017069644368209	0.324786324786325	0.0182952251811159	0.946673829639477
chr21:38597974:38598066	2.88566298632083e-08	0.626174603174603	0.0425340274388114	0.936393781249998
chr8:11566273:11566285	2.02582053524185e-07	0.419444444444444	0.023942756311689	0.946000344008898
chr14:91883672:91883822	3.37852586545598e-05	0.318342296842297	0.003518344903658	0.989068732092956
chr20:24759511:24759539	3.8597286062451e-11	0.325643403027704	0.0236913369251219	0.932181560504629
chr1:47899663:47899729	3.51186748477894e-09	0.4202470898593	0.0467324542845202	0.89992612123899
chr2:73147905:73147942	3.48348570633885e-09	0.459203380548061	0.00218672395678584	0.995260574651612
chr6:152631073:152631120	0.000588996839213562	0.432531641953565	0.107280609741109	0.801263106933356
chr15:96958805:96958854	2.29051991458933e-06	0.427198684099316	0.00995747081092639	0.977222164896727
chr15:74219400:74219407	0.000534471394034011	0.43	0.031475122383404	0.931794541337694
chr9:137663233:137663244	1.44246366839315e-06	0.71106010806337	0.0766345566750686	0.902710326595248
chr8:898406:898416	2.1591827897494e-05	0.550919913419913	0.0573803039959312	0.905671077614123
chr20:22557745:22557769	2.02965010769066e-05	0.347314814814815	0.00452618838488404	0.987135699524154
chr19:3180080:3180104	5.01102253778947e-13	0.396313131313131	0.0132560684267567	0.967634117909317
chr19:3369701:3369714	0.000221630459354874	0.386206547076112	0.0710517326069333	0.844613567946361
chr22:24824009:24824039	0.000754433344771058	0.581316394921309	0.0857677172359528	0.871428931265367
chr2:10471490:10471518	1.68682152289603e-05	0.411479389476628	0.0340583992619733	0.92355665417652
chr5:176024129:176024161	3.73244341866213e-09	0.41858597643321	0.00300849175331013	0.992864015113265
chr10:95222833:95222867	0.000517791529684816	0.397993061117662	0.0650349475857108	0.859544247079503
chr3:67706421:67706705	3.75420271760668e-20	0.493467104719017	0.0134758195687199	0.973417481686615
chr11:20618888:20618918	8.73563433375193e-05	0.316666666666667	0.0127448629912675	0.961310209741286
chr22:29563382:29563425	0.000660644302481211	0.491513060556531	0.0701136102076935	0.875159756725428
chr2:63282949:63282956	2.02185605214709e-09	0.331481481481482	0.0047924581991592	0.985748350872177
chr21:38069675:38069705	1.45874457838336e-08	0.354983164983165	0.00262914802895553	0.99264804948462
chr11:47176741:47176841	5.41210075746964e-13	0.732681721552058	0.0530435645731294	0.932490953887058
chr2:43358583:43358695	5.78254056314927e-07	0.390555555555556	0.011538275766893	0.971304519323401
chr2:119602826:119602837	2.07626175216181e-07	0.421225071225071	0.0174442542027318	0.960233704087425
chr8:22398142:22398178	2.17981390635217e-07	0.536621472360297	0.0254723558816808	0.95468308918931
chr19:46319060:46319085	2.3405875613808e-09	0.690006581573541	0.0637036375041	0.915479933943236
chr17:10021069:10021253	1.40719402104187e-05	0.472478560383711	0.0494403354721894	0.905271995582548
chr7:105319545:105319563	4.19034833078896e-06	0.584112841974734	0.0460614396615036	0.926906824026671
chr14:70756090:70756120	5.08298353205621e-12	0.387273152179352	0.0246845780725544	0.940079827953562
chr2:242140582:242140589	0.000143358046020113	0.529838351689746	0.112722461855708	0.824573084010929
chr15:65689324:65689361	8.31339338357095e-05	0.375261932104469	0.0328848283933688	0.919428912400879
chr19:1132141:1132179	3.60550982698984e-05	0.393333333333333	0.0310265395060018	0.926886255058926
chr8:134510944:134511107	2.118610042361e-08	0.417268398268398	0.0159832274722206	0.963108672829794
chr9:136710340:136710362	7.24512465860612e-16	0.426656681104553	0.0157706125780106	0.964354340694619
chr3:33096823:33096896	1.41281599408827e-16	0.575219482086741	0.0173851646322676	0.970663131434217
chr7:2548154:2548183	1.44521611641059e-05	0.517804179796081	0.0616040595260631	0.893677625989347
chr5:130593040:130593085	5.99162284793903e-16	0.472519563769564	0.029757172896809	0.940755422808732
chr20:62199474:62199549	7.60647993063557e-12	0.426783460191265	0.030861627689843	0.932564276320036
chr11:123008310:123008408	4.91234910282428e-07	0.698445715673963	0.0825488296833715	0.894302936974288
chr12:121530481:121530644	4.44981540376964e-08	0.599861880016544	0.0936683981036146	0.864939713436151
chr10:13701335:13701356	1.13011027783364e-09	0.418146429404986	0.0434013751712023	0.905965590690968
chr22:20911689:20911833	2.33203711297032e-05	0.459014606552228	0.0539002968570465	0.894913763474645
chr8:61764675:61764770	4.02679928531832e-05	0.71173452069887	0.166061161768576	0.810820256825842
chr3:195488911:195488924	1.14513427824778e-05	0.317331500356863	0.0136356456282602	0.958800606665433
chr1:200842879:200842912	6.23895424746712e-06	0.508611111111111	0.0385990689908678	0.929462078019684
chr3:24536601:24536664	4.31895155036228e-05	0.32503012285452	0.00819193090298653	0.975416000199831
chr10:21789267:21789303	1.1193267254734e-06	0.411070578099754	0.00472354849063837	0.988639694049138
chr8:66864145:66864243	6.48732709122051e-16	0.513283655342479	0.0162833345524049	0.969251605815466
chr20:5843935:5843965	0.000235321702686786	0.436071710830103	0.0620206758473905	0.875483589979969
chr7:45067930:45067978	1.06915871447933e-16	0.791969725250454	0.0308414051659869	0.962517029697475
chr5:37834828:37834844	2.11304244287825e-08	0.328170060565204	0.0130993718259537	0.961615748195873
chr4:186818095:186818294	4.37669099992927e-08	0.647846968549573	0.0576309211343245	0.918309387186965
chr6:166582771:166582783	3.52869489648807e-05	0.322222222222222	0.00911092269361447	0.972502229754501
chr15:76635175:76635200	3.7683911396778e-09	0.315133143726117	0.00226847454427269	0.992852983684726
chr12:53887138:53887321	2.12511252776908e-05	0.320279365079365	0.00544290602714516	0.983289733279045
chr19:57182975:57183010	8.80460285402344e-08	0.454424376600746	0.0126420076891028	0.97293316728772
chr8:84051808:84052120	0.000213550157060651	0.354628544526635	0.0450006078212477	0.887394081345512
chr4:85418694:85418729	1.49075200685388e-08	0.345135732846325	0.00555225918422185	0.984167524094357
chr2:66673956:66673991	0.000226930367995833	0.538888888888889	0.102767489520104	0.839840305530946
chr17:66342922:66343006	8.5141398971309e-05	0.336088363604305	0.0307439691950561	0.916190677739763
chr6:151004402:151004610	3.06087305080529e-12	0.451069560203548	0.0360819625448526	0.925932772741249
chr1:6054866:6054949	9.83945687695501e-14	0.451262451262451	0.0223992281917452	0.952710491130387
chr17:46691788:46691802	1.36262981527828e-05	0.371231197700632	0.00621465716372709	0.983534970423876
chr11:65408444:65408551	6.00507713998156e-12	0.540757202543416	0.0165191896398709	0.970357277158014
chr12:115103886:115103900	4.43949740267224e-27	0.368933296684482	0.00190854492889106	0.994853480069596
chr11:130271850:130271875	5.08601994685076e-06	0.573333333333333	0.065698387201744	0.897190726077364
chr8:22409072:22409160	4.87360637479791e-05	0.511111111111111	0.0447252155245487	0.919535277956266
chr2:66672596:66672616	9.59144380886407e-05	0.44712962962963	0.0532809025381489	0.893525617242035
chr5:72715504:72715573	2.03187758558246e-08	0.420526430287635	0.0150920101243943	0.965354978751314
chr18:46307700:46307753	4.66450315328223e-06	0.38290410319724	0.0643279069298419	0.85616434988282
chr4:7651988:7652061	2.2127799263786e-08	0.369412009980425	0.0429332080867558	0.895880426871445
chr17:40441433:40441470	2.91129740034009e-13	0.461992552459284	0.0126197835434154	0.973410333895443
chr6:1620346:1620389	0.000781512422148683	0.357291142665314	0.0242201665429984	0.936515206866977
chr1:157164679:157164693	1.63123912103973e-06	0.401666666666667	0.0339505437865945	0.922063355230458
chr20:44037518:44037624	3.56686489570024e-15	0.664958844225632	0.0590531917773865	0.918436173929655
chr12:49627611:49627624	8.68149414172545e-06	0.792796618790841	0.1896213461821	0.806985058353118
chr4:8263785:8263806	0.000571394252014516	0.464747474747475	0.104582494512876	0.816306008537115
chr1:147752577:147752701	3.34622877690336e-08	0.330884626652188	0.00807987410151789	0.976163066977362
chr9:126776168:126776183	5.31877716977936e-09	0.42916965494136	0.00687215865353698	0.984239679683744
chr10:22542557:22542582	3.2582442501759e-13	0.581481481481481	0.0211572787862085	0.964892270160634
chr6:106434088:106434131	5.41982372731201e-13	0.332624719151469	0.000985883762843437	0.997044806866955
chr13:112707953:112708006	1.64835749313183e-06	0.318095238095238	0.00711975717676911	0.978107537228367
chr12:49689395:49689400	6.50790616450107e-14	0.445026815108689	0.0245397607563544	0.947739549581128
chr17:7080603:7080910	0.00012801112005014	0.383867724867725	0.0137483542928723	0.965423042443615
chr19:18760938:18760989	1.89574182196728e-06	0.468904317754244	0.0917748206987375	0.836314900261919
chr12:123518638:123518773	2.07463725637541e-08	0.539506683359142	0.0250536020022025	0.955622804770677
chr1:24229465:24229476	0.000535733462803949	0.32	0.0112280951027754	0.966101622209036
chr17:14203010:14203043	0.000113778950700798	0.320333333333333	0.00825446707323372	0.974878960621726
chr16:86321477:86321575	1.58262760337755e-06	0.458333333333333	0.0383968845740511	0.922700727296582
chr21:38081090:38081187	4.36173131603802e-08	0.456301078528568	0.0018569774789385	0.995946862759283
chr17:1960261:1960274	1.21366337087619e-09	0.556348377078742	0.0131058645460819	0.976985219200955
chr6:20024500:20024569	3.73514764848506e-05	0.627069449455273	0.0852243242277988	0.880352282475912
chr19:38705029:38705203	7.57886483350046e-05	0.425824915824916	0.0503138870071695	0.894329370536698
chr14:73712457:73712489	1.64056263669664e-10	0.471806993328732	0.016313676432262	0.966578599426552
chr3:186685648:186685718	5.64582971345986e-06	0.524990307937676	0.0624943288971598	0.893623892475116
chr9:98111682:98111739	1.04385854092629e-06	0.332063604706429	0.000739278255976804	0.997778630252851
chr6:43192429:43192519	1.41663136658296e-07	0.68653500458513	0.0413230230147038	0.943226533956121
chr19:7402397:7402414	1.06854115999601e-06	0.667797311123322	0.0705426326960582	0.90445778629943
chr2:45029881:45029891	8.39773545926339e-08	0.364318635042034	0.0109040821600273	0.970939706845747
chr3:42306731:42306767	8.16648004291261e-05	0.445659567459651	0.0425353330913771	0.912872229834094
chr7:105319436:105319486	8.28018829230704e-08	0.321262900220804	0.0200514204999101	0.941252331699503
chr17:56565349:56565374	0.000114586473467587	0.473477582099802	0.077030265040365	0.860074174345508
chr13:21050140:21050156	1.23720421254283e-08	0.414831106766591	0.0235657395352416	0.946245645391763
chr10:11704590:11704643	3.47067933427861e-06	0.439955113675617	0.0667565864645419	0.86825528906067
chr7:23245729:23245738	0.000285440353440281	0.459356316343496	0.0741145179443544	0.861071096710858
chr8:143813256:143813294	5.33180334536386e-07	0.373912938912939	0.0135872999657529	0.96493602170396
chr11:118589442:118589599	4.69526053213454e-06	0.776164271366036	0.120257454710063	0.86584723326992
chr12:52627050:52627068	2.31375514007258e-06	0.533333333333333	0.0356290877406776	0.93737883835382
chr6:27655609:27656143	8.76802590453263e-05	0.463504458504458	0.0340809744291481	0.931507290661189
chr7:129781353:129781457	2.34519667847297e-10	0.350533343537586	0.0059309708199887	0.983361670211848
chr16:85344383:85344563	5.61565954731386e-06	0.390423465423465	0.0594798254916962	0.867794197791471
chr1:36788051:36788066	0.000433374182297465	0.666686506882535	0.185983481961261	0.781881050823131
chr10:126300538:126300694	1.65087814671892e-09	0.600396825396825	0.0418736285855851	0.934803744550373
chr2:242785210:242785261	2.62143041867536e-09	0.529666666666667	0.00350454795472684	0.993426974565355
chr7:42267805:42267822	1.23380299111972e-07	0.354518671466766	0.00313983161811988	0.991221146453843
chr6:25042095:25042140	4.6961437387563e-05	0.49742390743941	0.0637634952322528	0.886377536401046
chr5:122422290:122422309	4.21714574144175e-09	0.432938200011371	0.0312133637865444	0.932751785793542
chr12:52115509:52115548	7.0017785253012e-10	0.344250429273555	0.0155765875776391	0.956710900382222
chr8:57026239:57026410	1.74925790656912e-08	0.328499504916278	0.00463710253912629	0.986080477391705
chr22:20078423:20078511	5.66945731319408e-06	0.686316706478434	0.148018264076276	0.822591322070719
chr2:220313255:220313272	1.02926840856476e-07	0.367720618818086	0.0341999543136235	0.914908674499685
chr11:67205095:67205113	1.01783799074945e-07	0.762592592592592	0.0889295734396441	0.895563994706067
chr14:37136001:37136019	1.07232082703024e-05	0.43015873015873	0.021863566176504	0.951631664292309
chr16:29675880:29675899	7.26365232120454e-06	0.478746286719207	0.0416035001098366	0.920047050728388
chr1:46914407:46914494	5.18352200593202e-05	0.480850599263931	0.0554459371295409	0.896613285063506
chr9:14346053:14346085	8.60610507788855e-17	0.580917651398192	0.0284527410771371	0.953307969293423
chr20:56027102:56027162	0.000250088421045918	0.771428571428571	0.13728041501323	0.84892807591705
chr5:150594238:150594255	1.46678553402796e-06	0.362996031746032	0.00980345904968267	0.973703131866522
chr16:66621433:66621441	7.99341036460811e-11	0.675349858719991	0.0556339881711311	0.923891631247746
chr3:128210809:128210826	3.3346129376371e-05	0.485662719633308	0.0311750514141893	0.939681166585396
chr8:55371721:55371728	3.80914430209735e-09	0.340208902332733	0.00848092243545795	0.975677746142733
chr10:22624363:22624510	2.9057858228806e-08	0.332632505446227	0.000478105473165604	0.998564724576482
chr22:20785437:20785462	2.74678340383948e-10	0.36582684460225	0.000305484106660169	0.999165645634906
chr5:42952051:42952113	5.70173586136917e-09	0.493809523809524	0.0257155053077129	0.950501893332439
chr9:1045691:1045747	0.000392902860857999	0.407621267621268	0.0415608268783305	0.907474435452218
chr11:22454376:22454382	0.000336780898125715	0.463333333333333	0.0902417097146324	0.836983782329195
chr4:13532682:13532795	1.67349039801993e-06	0.335704423830138	0.00341391357255606	0.989932972664636
chr1:225655594:225655619	1.96161846196794e-09	0.442765119004089	0.00903266764990425	0.980007277776193
chr3:184504253:184504484	7.11336431075115e-10	0.501481910052542	0.0416569133900636	0.923303377346463
chr22:19711226:19711257	1.73859326210824e-13	0.713888888888889	0.00599681402038571	0.991669769247881
chr12:110236002:110236058	3.0434135935415e-05	0.487429156771735	0.039260262717379	0.925458417684826
chr10:106401268:106401303	0.000397095376104241	0.376984126984127	0.0302186840888537	0.925789598531436
chr18:19756867:19756897	1.35960496105339e-07	0.379945901205057	0.0332776355511178	0.919468199192261
chr22:50319531:50319668	0.000316609529297725	0.563159609507232	0.0609662447879057	0.902317386199682
chr22:30662059:30662077	2.60128214468115e-07	0.411279535170034	0.0408045494895436	0.909741238689547
chr10:105344492:105344526	2.4784847811227e-07	0.387982685566442	0.00552474591552829	0.985960250115933
chr20:46044275:46044343	3.31681371388434e-06	0.474557196504599	0.0432224189610306	0.91652352145582
chr16:88767062:88767096	2.53362515327836e-13	0.424535984751938	0.0111559082368824	0.974394960254244
chr14:60952393:60952405	4.29346845186484e-08	0.461111111111111	0.00533938388425489	0.988553160642893
chr2:8715562:8715637	8.20902785472401e-06	0.533873015873016	0.0435158103709127	0.924633438693307
chr14:73180829:73180984	0.000312818207624209	0.511959706959707	0.0634791314055932	0.889685702157463
chr19:31829135:31829319	2.32151691217373e-07	0.525939102644177	0.0599847218600362	0.897623685278896
chr7:2757237:2757317	0.000153815132828511	0.372796682364089	0.0638566522937901	0.853758926760923
chr8:145900685:145900715	1.41192956917777e-18	0.590511731673464	0.0439026546519186	0.930798141406898
chr3:128765137:128765158	0.000154347201514316	0.428075936688435	0.0561493213360163	0.884042972964494
chr6:137244466:137244484	1.00676004523566e-08	0.336179417121201	0.00194390015269174	0.994250913635994
chr6:170581242:170581310	1.25713893884207e-10	0.539096459096459	0.0257248840769405	0.954454830031019
chr4:103790673:103790911	3.53115460899385e-13	0.7	0.000803851561003222	0.998852957843749
chr4:37585982:37585993	4.08057267614318e-13	0.53098623606735	0.0692158453271439	0.884679098135865
chr12:2030316:2030331	1.24122403763253e-17	0.437069383294275	0.0150185888980333	0.966779499075802
chr22:39147922:39148082	2.69039240954637e-06	0.370874380195618	0.0150067588153692	0.961110411216699
chr9:130539913:130539935	1.28952963168146e-08	0.48416641377077	0.0305480516710234	0.940650489306137
chr19:18770323:18770328	6.84396829673263e-05	0.400172311348782	0.0595710847704109	0.870425360596226
chr16:56672432:56672464	7.19389816146037e-05	0.480404361780009	0.0275699313709649	0.945725735056496
chr4:16084323:16084365	3.53225225074426e-06	0.405474710474711	0.00318504275279502	0.99220612568857
chr5:37834847:37834913	8.56364775185359e-06	0.436934389140272	0.026314025619538	0.943196728189169
chr6:27832225:27832236	0.000162472877301977	0.366666666666667	0.0236391382312091	0.939434315517305
chr5:72677925:72677938	1.14337857814026e-09	0.399483599393102	0.0267177819978024	0.93731183622491
chr13:51288375:51288412	5.49729942593281e-12	0.555292544519515	0.0372828084400452	0.937083430396084
chr18:13612629:13612815	0.000926846231648278	0.514116776335641	0.0794712715458332	0.8661171298353
chr8:22976452:22976577	7.87257575301793e-19	0.640274940279187	0.0287793029704888	0.956985097604786
chr21:45336773:45336809	7.90555325747814e-08	0.660568783068783	0.0285874099732795	0.958518242653977
chr11:65408666:65408781	7.00148136929769e-10	0.724867020593805	0.0695068175055208	0.912501124568972
chr1:12533416:12533477	0.000642370703165315	0.514301630311505	0.0720365910964534	0.877141573811317
chr12:117032140:117032181	8.74088501833414e-05	0.474812711710044	0.0409916351540168	0.920528713254873
chr3:194118821:194118923	5.69831228459458e-05	0.31449054682388	0.00616817360306226	0.980764054709475
chr3:138664166:138664281	7.94516859030822e-06	0.580720903089324	0.0247091507606282	0.959187439401956
chr6:1393814:1393833	9.22982553233596e-14	0.426694685763137	0.00502035391927168	0.988371139622643
chr5:92908827:92908853	0.00011613646519694	0.463387443549153	0.0282049197083622	0.942625390839143
chr19:4374698:4374799	7.84074666744768e-07	0.516655687307861	0.0984248413597082	0.839980560638258
chr22:37881408:37881495	5.80162304378971e-13	0.47948417996019	0.0208465243048747	0.958334509301211
chr20:56194053:56194195	1.15788531726859e-06	0.338563922031414	0.0258525031524401	0.92905779935853
chr11:47416527:47416633	8.37217689047298e-07	0.500109344231204	0.0501165752744308	0.908916367808591
chr16:11327169:11327181	2.83516844691439e-06	0.504034762632702	0.0382103929034777	0.929532993493147
chr16:55365257:55365267	1.64056263669664e-10	0.313159176629639	0.0129259633724449	0.960360158171077
chr14:90187164:90187260	9.74771326705646e-05	0.437617800405919	0.0380582951842726	0.919991154617404
chr17:36718317:36718336	1.16526009679779e-06	0.349325252042643	0.0154197805149473	0.957724494815395
chr14:102555012:102555047	2.75648388530841e-11	0.551587301587302	0.00874361686345655	0.984395619489227
chr2:130940271:130940307	0.000635073119115648	0.953010750119446	0.274925839041265	0.776107462333071
chr19:16482409:16482500	5.33180334536386e-07	0.327484636883292	0.0156874357194981	0.954286968632043
chr5:72678105:72678117	8.88875911762184e-09	0.418410564065446	0.0286807147842985	0.93585042665541
chr14:106328280:106328426	6.83899783933255e-08	0.404485177388095	0.00929642695762341	0.977533010506054
chr17:55945762:55945859	0.00071848369275586	0.452069665223309	0.0750370416768704	0.857643545994416
chr19:36247848:36247862	1.1901985738049e-12	0.456686980080888	0.0147060136147782	0.968803071298356
chr21:45577764:45577826	4.93274225945639e-09	0.62588833689631	0.0428849281891925	0.935875235407759
chr18:77199431:77199443	2.74678340383948e-10	0.477782676327361	0.0448850684000812	0.914123132998215
chr7:632944:632992	5.27214838054791e-06	0.505077604319131	0.0727634168275212	0.874077100509182
chr6:170581003:170581096	1.66914523112507e-10	0.319294046704891	0.0174465513369959	0.948189937778677
chr1:1564676:1564690	4.86803440349277e-05	0.672882785854969	0.114446867996855	0.854639200445518
chr19:3179929:3179985	1.31687554748545e-17	0.480283217960148	0.0201361549922745	0.959761439942916
chr8:687582:687636	4.66314279764906e-05	0.307397096797729	0.00143235881151085	0.995361974755014
chr19:58867983:58868067	1.25886495520673e-05	0.324686499809396	0.00952259216181944	0.971507082271001
chr3:47122364:47122371	0.000283117247876852	0.865651258602101	0.347198364272404	0.7137333782159
chr3:63264516:63264595	0.000595814125454164	0.327391392920805	0.0218566806773962	0.937417891952235
chr9:96715493:96715509	1.34416743803666e-08	0.382954999921672	0.00548682260949342	0.985874789244525
chr1:221050478:221050491	0.000815869335814344	0.42357019842652	0.0694893063908333	0.859065070824312
chr2:219738428:219738541	2.92275793531053e-10	0.304301057202499	0.00179605141408992	0.99413241300381
chr2:73928331:73928354	2.07463725637541e-08	0.505115626232369	0.0596569325328952	0.894369987339115
chr2:74642033:74642081	1.0895130925868e-06	0.408135342982319	0.0290552593682293	0.933540979124404
chr2:47206751:47206855	3.62996688406905e-08	0.76529306529774	0.101132939447782	0.883275733999367
chr20:21492917:21492931	4.91416684761094e-06	0.339798624761641	0.0237833563377042	0.9345859872764
chr7:156796991:156797035	4.99462807013012e-08	0.513276397792339	0.0136996317904988	0.974003311305557
chr5:45696095:45696108	3.04396984940571e-09	0.34993994338612	0.00839909640076765	0.976561034472374
chr21:44819374:44819432	4.87581240295329e-06	0.512779092440975	0.0437199568684611	0.921437499448178
chr1:200842812:200842842	1.06085899399801e-09	0.493017358953758	0.0409646430408938	0.923284599690863
chr2:220313472:220313492	1.53414132140944e-15	0.39861846036687	0.0036317251258295	0.990971476815154
chr9:134128181:134128299	4.37932789071426e-07	0.508382936507937	0.0122391879457097	0.97649122584148
